DATE,ANNA426MFG
2007-10-01,18.411014328411397
2007-11-01,18.3836084648226
2007-12-01,18.267966280574104
2008-01-01,18.170475765157896
2008-02-01,17.886616998450602
2008-03-01,17.3979211811737
2008-04-01,16.702366015548
2008-05-01,16.9862637720639
2008-06-01,17.3880651612475
2008-07-01,16.132103347143303
2008-08-01,16.3101871085063
2008-09-01,16.058396516777
2008-10-01,15.6134845707783
2008-11-01,15.4467253630343
2008-12-01,15.0880526071734
2009-01-01,13.327590677537199
2009-02-01,14.721604528703699
2009-03-01,14.731645302300901
2009-04-01,14.3853895607959
2009-05-01,14.062999448835098
2009-06-01,13.677986850426901
2009-07-01,13.516819946486699
2009-08-01,13.9404365053345
2009-09-01,14.0929813982375
2009-10-01,13.612651165967
2009-11-01,13.4908235403815
2009-12-01,13.608015653079601
2010-01-01,13.7784415972055
2010-02-01,13.7470640324151
2010-03-01,13.746194109147599
2010-04-01,13.895827755324301
2010-05-01,13.8434097132395
2010-06-01,13.850300244384599
2010-07-01,13.8102140918339
2010-08-01,13.365476963857699
2010-09-01,13.817146079327399
2010-10-01,14.1049552354624
2010-11-01,14.103204538952198
2010-12-01,14.115208507053099
2011-01-01,13.8249481161393
2011-02-01,13.9573121626391
2011-03-01,14.075569150373301
2011-04-01,14.1225154647572
2011-05-01,14.117931209123899
2011-06-01,14.209853925694098
2011-07-01,14.3044285394293
2011-08-01,13.6789613463301
2011-09-01,14.033788852951
2011-10-01,14.111688211137901
2011-11-01,14.0238840415184
2011-12-01,14.139245640669401
2012-01-01,14.072717042245
2012-02-01,13.9573648273578
2012-03-01,13.989654707628699
2012-04-01,14.0507060552092
2012-05-01,14.198470718154399
2012-06-01,14.0700346802792
2012-07-01,14.5988912948579
2012-08-01,13.9879357990665
2012-09-01,14.146985789997098
2012-10-01,14.0340063360555
2012-11-01,14.152571058805098
2012-12-01,13.872187501661598
2013-01-01,14.087173587443399
2013-02-01,14.2483574519421
2013-03-01,14.4048241327927
2013-04-01,13.9648852484291
2013-05-01,13.878843454656101
2013-06-01,14.0474381823425
2013-07-01,14.129236766974099
2013-08-01,14.080855017274198
2013-09-01,14.1471312773686
2013-10-01,14.0668138814046
2013-11-01,14.0784219852367
2013-12-01,13.906904102937698
2014-01-01,13.9811924322346
2014-02-01,14.1400553681174
2014-03-01,14.096058190773098
2014-04-01,14.0606816883281
2014-05-01,14.175917918650502
2014-06-01,14.2357084562747
2014-07-01,14.203290082076599
2014-08-01,14.262367571921999
2014-09-01,14.1457217481883
2014-10-01,14.196196971136901
2014-11-01,14.1101510990311
2014-12-01,14.336210441149198
2015-01-01,14.365143107193699
2015-02-01,14.3386745790353
2015-03-01,14.392065010406599
2015-04-01,14.4353076739078
2015-05-01,14.4644458884166
2015-06-01,14.425822119159
2015-07-01,14.7131786633701
2015-08-01,14.4478023459335
2015-09-01,14.457295440513999
2015-10-01,14.5171326364182
2015-11-01,14.534997177969501
2015-12-01,14.545902971112401
2016-01-01,14.5515523540348
2016-02-01,14.5528139728568
2016-03-01,14.589509217526698
2016-04-01,14.603569539136501
2016-05-01,14.4458449617261
2016-06-01,14.509052238896198
2016-07-01,14.406663968231499
2016-08-01,14.6479753248285
2016-09-01,14.672578064187698
2016-10-01,14.4383508467382
2016-11-01,14.7574662711991
2016-12-01,14.5513796187519
2017-01-01,14.646696357140401
2017-02-01,14.4690586007711
2017-03-01,14.489848103741501
2017-04-01,14.471570418684498
2017-05-01,14.4153183074253
2017-06-01,14.387985609435999
2017-07-01,13.694106411356799
2017-08-01,14.4609479417659
2017-09-01,14.4809376992024
2017-10-01,14.5661097121354
2017-11-01,14.575069115380199
2017-12-01,14.7592901582145
2018-01-01,14.744072232191998
2018-02-01,14.881813645214601
2018-03-01,14.894324503359199
2018-04-01,15.1599603817806
2018-05-01,15.1803872845608
2018-06-01,15.050535621281
2018-07-01,14.9004102918551
2018-08-01,15.0684666744354
2018-09-01,15.081249076961699
2018-10-01,15.195354596164801
2018-11-01,14.8892145606693
2018-12-01,15.2714941406478
2019-01-01,15.2535923383004
2019-02-01,15.2833136147331
2019-03-01,15.2993003807658
2019-04-01,15.2533776252263
2019-05-01,15.350745855319099
2019-06-01,15.417961070710001
2019-07-01,15.3978928273139
2019-08-01,15.2747090193573
2019-09-01,15.284589166991198
2019-10-01,15.1137656808129
2019-11-01,15.205630781501998
2019-12-01,15.0780019551025
